zone_id,name,zone_type,capacity,timestamp,headcount,utilization_pct
ZN-01,Open Office - Floor 1,workspace,80,2026-07-20 21:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-20 22:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-20 22:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-20 22:30:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-20 22:45:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-20 23:00:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-20 23:15:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-20 23:30:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-20 23:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 00:00:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 00:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 00:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 00:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 01:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 01:15:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 01:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 01:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 02:00:00,10,12.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 02:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 02:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 02:45:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 03:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 03:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 03:30:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 03:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 04:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 04:15:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 04:30:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 04:45:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 05:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 05:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 05:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 05:45:00,22,27.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 06:00:00,70,87.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 06:15:00,64,80.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 06:30:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 06:45:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 07:00:00,75,93.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 07:15:00,77,96.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 07:30:00,78,97.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 07:45:00,79,98.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 08:00:00,68,85.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 08:15:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 08:30:00,68,85.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 08:45:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 09:00:00,78,97.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 09:15:00,67,83.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 09:30:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 09:45:00,64,80.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 10:00:00,64,80.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 10:15:00,39,48.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 10:30:00,27,33.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 10:45:00,28,35.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 11:00:00,73,91.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 11:15:00,65,81.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 11:30:00,60,75.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 11:45:00,67,83.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 12:00:00,48,60.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 12:15:00,44,55.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 12:30:00,45,56.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 12:45:00,54,67.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 13:00:00,56,70.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 13:15:00,49,61.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 13:30:00,60,75.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 13:45:00,68,85.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 14:00:00,69,86.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 14:15:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 14:30:00,78,97.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 14:45:00,77,96.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 15:00:00,64,80.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 15:15:00,38,47.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 15:30:00,32,40.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 15:45:00,30,37.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 16:00:00,18,22.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 16:15:00,11,13.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 16:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 16:45:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 17:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 17:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 17:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 17:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 18:00:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 18:15:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 18:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 18:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 19:00:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 19:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 19:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 19:45:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 20:00:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 20:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 20:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 20:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 21:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 21:15:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 21:30:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 21:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 22:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 22:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 22:30:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 22:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 23:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 23:15:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 23:30:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-21 23:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 00:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 00:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 00:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 00:45:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 01:00:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 01:15:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 01:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 01:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 02:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 02:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 02:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 02:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 03:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 03:15:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 03:30:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 03:45:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 04:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 04:15:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 04:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 04:45:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 05:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 05:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 05:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 05:45:00,35,43.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 06:00:00,68,85.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 06:15:00,74,92.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 06:30:00,73,91.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 06:45:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 07:00:00,73,91.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 07:15:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 07:30:00,79,98.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 07:45:00,76,95.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 08:00:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 08:15:00,64,80.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 08:30:00,64,80.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 08:45:00,72,90.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 09:00:00,79,98.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 09:15:00,66,82.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 09:30:00,68,85.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 09:45:00,62,77.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 10:00:00,52,65.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 10:15:00,37,46.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 10:30:00,20,25.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 10:45:00,26,32.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 11:00:00,67,83.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 11:15:00,72,90.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 11:30:00,67,83.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 11:45:00,72,90.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 12:00:00,51,63.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 12:15:00,52,65.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 12:30:00,38,47.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 12:45:00,44,55.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 13:00:00,51,63.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 13:15:00,43,53.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 13:30:00,46,57.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 13:45:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 14:00:00,72,90.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 14:15:00,75,93.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 14:30:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 14:45:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 15:00:00,69,86.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 15:15:00,38,47.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 15:30:00,19,23.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 15:45:00,29,36.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 16:00:00,24,30.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 16:15:00,11,13.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 16:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 16:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 17:00:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 17:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 17:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 17:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 18:00:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 18:15:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 18:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 18:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 19:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 19:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 19:30:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 19:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 20:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 20:15:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 20:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 20:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 21:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 21:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 21:30:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 21:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 22:00:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 22:15:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 22:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 22:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 23:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 23:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 23:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-22 23:45:00,2,2.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 00:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 00:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 00:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 00:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 01:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 01:15:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 01:30:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 01:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 02:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 02:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 02:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 02:45:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 03:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 03:15:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 03:30:00,9,11.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 03:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 04:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 04:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 04:30:00,5,6.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 04:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 05:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 05:15:00,6,7.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 05:30:00,10,12.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 05:45:00,34,42.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 06:00:00,63,78.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 06:15:00,66,82.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 06:30:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 06:45:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 07:00:00,76,95.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 07:15:00,78,97.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 07:30:00,78,97.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 07:45:00,67,83.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 08:00:00,73,91.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 08:15:00,68,85.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 08:30:00,69,86.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 08:45:00,76,95.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 09:00:00,71,88.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 09:15:00,74,92.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 09:30:00,73,91.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 09:45:00,63,78.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 10:00:00,60,75.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 10:15:00,54,67.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 10:30:00,21,26.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 10:45:00,34,42.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 11:00:00,64,80.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 11:15:00,68,85.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 11:30:00,69,86.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 11:45:00,66,82.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 12:00:00,31,38.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 12:15:00,51,63.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 12:30:00,40,50.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 12:45:00,41,51.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 13:00:00,46,57.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 13:15:00,50,62.5
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 13:30:00,52,65.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 13:45:00,76,95.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 14:00:00,72,90.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 14:15:00,80,100.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 14:30:00,75,93.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 14:45:00,75,93.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 15:00:00,64,80.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 15:15:00,44,55.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 15:30:00,28,35.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 15:45:00,28,35.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 16:00:00,24,30.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 16:15:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 16:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 16:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 17:00:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 17:15:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 17:30:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 17:45:00,8,10.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 18:00:00,7,8.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 18:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 18:30:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 18:45:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 19:00:00,3,3.8
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 19:15:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 19:30:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 19:45:00,1,1.2
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 20:00:00,4,5.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 20:15:00,0,0.0
ZN-01,Open Office - Floor 1,workspace,80,2026-07-23 20:30:00,0,0.0
